yearSeason,slugSeason,idTeam,idPlayer,typeGrid,namePlayer,nameTeam,typeEvent,typeAction,typeShot,dateGame,slugTeamHome,slugTeamAway,idGame,idEvent,numberPeriod,minutesRemaining,zoneBasic,nameZone,slugZone,zoneRange,locationX,locationxoriginal,locationY,locationYoriginal,secondsRemaining,distanceShot,isShotAttempted,isShotMade
2020,2022-23,1610612749,203507,Shot Chart Detail,Giannis Antetokounmpo,Milwaukee Bucks,Missed Shot,Driving Layup Shot,2PT Field Goal,20230404,WAS,MIL,22201179,658,4,3,In The Paint (Non-RA),Center,C,Less Than 8 ft.,18,-18,-50,-50,30,5,TRUE,FALSE
2020,2022-23,1610612749,1630699,Shot Chart Detail,MarJon Beauchamp,Milwaukee Bucks,Made Shot,Running Jump Shot,3PT Field Goal,20221223,BKN,MIL,22200483,531,4,9,Left Corner 3,Left Side,L,24+ ft.,227,-227,-43,-43,54,23,TRUE,TRUE
2020,2022-23,1610612749,202083,Shot Chart Detail,Wesley Matthews,Milwaukee Bucks,Missed Shot,Jump Shot,3PT Field Goal,20221102,MIL,DET,22200113,127,1,2,Left Corner 3,Left Side,L,24+ ft.,232,-232,-32,-32,48,23,TRUE,FALSE
2020,2022-23,1610612749,1628975,Shot Chart Detail,Jevon Carter,Milwaukee Bucks,Missed Shot,Jump Shot,2PT Field Goal,20221207,MIL,SAC,22200369,471,3,0,Mid-Range,Right Side,R,8-16 ft.,-107,107,-32,-32,46,11,TRUE,FALSE
2020,2022-23,1610612749,201950,Shot Chart Detail,Jrue Holiday,Milwaukee Bucks,Missed Shot,Jump Shot,3PT Field Goal,20230112,MIA,MIL,22200628,333,3,10,Right Corner 3,Right Side,R,24+ ft.,-232,232,-29,-29,2,23,TRUE,FALSE
2020,2022-23,1610612749,1626171,Shot Chart Detail,Bobby Portis,Milwaukee Bucks,Missed Shot,Jump Shot,3PT Field Goal,20230228,BKN,MIL,22200924,507,3,2,Left Corner 3,Left Side,L,24+ ft.,234,-234,-29,-29,43,23,TRUE,FALSE
2020,2022-23,1610612749,201950,Shot Chart Detail,Jrue Holiday,Milwaukee Bucks,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,20230109,NYK,MIL,22200607,428,3,3,Mid-Range,Left Side,L,8-16 ft.,143,-143,-28,-28,59,14,TRUE,FALSE
2020,2022-23,1610612749,1628975,Shot Chart Detail,Jevon Carter,Milwaukee Bucks,Made Shot,Jump Shot,3PT Field Goal,20230228,BKN,MIL,22200924,600,4,8,Left Corner 3,Left Side,L,24+ ft.,230,-230,-28,-28,56,23,TRUE,TRUE
2020,2022-23,1610612749,1628975,Shot Chart Detail,Jevon Carter,Milwaukee Bucks,Missed Shot,Jump Shot,3PT Field Goal,20221102,MIL,DET,22200113,37,1,8,Left Corner 3,Left Side,L,24+ ft.,229,-229,-27,-27,53,23,TRUE,FALSE
2020,2022-23,1610612749,1626171,Shot Chart Detail,Bobby Portis,Milwaukee Bucks,Missed Shot,Jump Shot,2PT Field Goal,20221215,MEM,MIL,22200425,132,1,4,Mid-Range,Left Side,L,8-16 ft.,119,-119,-27,-27,0,12,TRUE,FALSE
2020,2022-23,1610612749,1628960,Shot Chart Detail,Grayson Allen,Milwaukee Bucks,Missed Shot,Jump Shot,3PT Field Goal,20230228,BKN,MIL,22200924,580,4,9,Left Corner 3,Left Side,L,24+ ft.,233,-233,-27,-27,53,23,TRUE,FALSE
2020,2022-23,1610612749,201950,Shot Chart Detail,Jrue Holiday,Milwaukee Bucks,Made Shot,Fadeaway Jump Shot,2PT Field Goal,20230309,MIL,BKN,22200995,96,1,4,Mid-Range,Left Side,L,8-16 ft.,103,-103,-27,-27,46,10,TRUE,TRUE
2020,2022-23,1610612749,1626171,Shot Chart Detail,Bobby Portis,Milwaukee Bucks,Missed Shot,Jump Shot,3PT Field Goal,20221123,MIL,CHI,22200267,112,1,4,Left Corner 3,Left Side,L,24+ ft.,238,-238,-26,-26,42,23,TRUE,FALSE
2020,2022-23,1610612749,1628975,Shot Chart Detail,Jevon Carter,Milwaukee Bucks,Missed Shot,Jump Shot,3PT Field Goal,20221223,BKN,MIL,22200483,590,4,4,Left Corner 3,Left Side,L,24+ ft.,224,-224,-26,-26,36,22,TRUE,FALSE
2020,2022-23,1610612749,204060,Shot Chart Detail,Joe Ingles,Milwaukee Bucks,Made Shot,Jump Shot,3PT Field Goal,20221228,CHI,MIL,22200519,123,1,3,Right Corner 3,Right Side,R,24+ ft.,-229,229,-26,-26,15,23,TRUE,TRUE
2020,2022-23,1610612749,1630699,Shot Chart Detail,MarJon Beauchamp,Milwaukee Bucks,Missed Shot,Jump Shot,3PT Field Goal,20221102,MIL,DET,22200113,205,2,9,Left Corner 3,Left Side,L,24+ ft.,227,-227,-25,-25,34,22,TRUE,FALSE
2020,2022-23,1610612749,201950,Shot Chart Detail,Jrue Holiday,Milwaukee Bucks,Made Shot,Jump Shot,3PT Field Goal,20221217,MIL,UTA,22200442,228,2,4,Left Corner 3,Left Side,L,24+ ft.,228,-228,-25,-25,24,22,TRUE,TRUE
2020,2022-23,1610612749,1628960,Shot Chart Detail,Grayson Allen,Milwaukee Bucks,Made Shot,Running Jump Shot,3PT Field Goal,20221228,CHI,MIL,22200519,75,1,5,Left Corner 3,Left Side,L,24+ ft.,227,-227,-25,-25,38,22,TRUE,TRUE
2020,2022-23,1610612749,201588,Shot Chart Detail,George Hill,Milwaukee Bucks,Missed Shot,Jump Shot,3PT Field Goal,20221102,MIL,DET,22200113,442,3,4,Right Corner 3,Right Side,R,24+ ft.,-227,227,-24,-24,35,22,TRUE,FALSE
2020,2022-23,1610612749,201572,Shot Chart Detail,Brook Lopez,Milwaukee Bucks,Missed Shot,Jump Shot,3PT Field Goal,20230109,NYK,MIL,22200607,22,1,10,Right Corner 3,Right Side,R,24+ ft.,-227,227,-24,-24,45,22,TRUE,FALSE
2020,2022-23,1610612749,1626192,Shot Chart Detail,Pat Connaughton,Milwaukee Bucks,Missed Shot,Running Jump Shot,3PT Field Goal,20230214,MIL,BOS,22200869,604,4,5,Right Corner 3,Right Side,R,24+ ft.,-227,227,-24,-24,22,22,TRUE,FALSE
2020,2022-23,1610612749,201572,Shot Chart Detail,Brook Lopez,Milwaukee Bucks,Made Shot,Jump Shot,3PT Field Goal,20221219,NOP,MIL,22200457,407,3,8,Left Corner 3,Left Side,L,24+ ft.,227,-227,-23,-23,24,22,TRUE,TRUE
2020,2022-23,1610612749,1630572,Shot Chart Detail,Sandro Mamukelashvili,Milwaukee Bucks,Missed Shot,Jump Shot,3PT Field Goal,20230216,CHI,MIL,22200883,300,2,1,Left Corner 3,Left Side,L,24+ ft.,225,-225,-23,-23,45,22,TRUE,FALSE
2020,2022-23,1610612749,203114,Shot Chart Detail,Khris Middleton,Milwaukee Bucks,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,20230311,GSW,MIL,22201012,414,3,7,Mid-Range,Right Side,R,8-16 ft.,-140,140,-23,-23,43,14,TRUE,FALSE
2020,2022-23,1610612749,1626192,Shot Chart Detail,Pat Connaughton,Milwaukee Bucks,Missed Shot,Jump Shot,3PT Field Goal,20230327,DET,MIL,22201122,505,3,4,Right Corner 3,Right Side,R,24+ ft.,-228,228,-23,-23,21,22,TRUE,FALSE
2020,2022-23,1610612749,1628960,Shot Chart Detail,Grayson Allen,Milwaukee Bucks,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,20221109,OKC,MIL,22200168,135,1,2,Mid-Range,Left Side,L,8-16 ft.,148,-148,-22,-22,9,14,TRUE,FALSE
2020,2022-23,1610612749,1626192,Shot Chart Detail,Pat Connaughton,Milwaukee Bucks,Missed Shot,Running Jump Shot,3PT Field Goal,20221203,CHA,MIL,22200339,482,3,2,Right Corner 3,Right Side,R,24+ ft.,-233,233,-22,-22,25,23,TRUE,FALSE
2020,2022-23,1610612749,201572,Shot Chart Detail,Brook Lopez,Milwaukee Bucks,Missed Shot,Jump Shot,3PT Field Goal,20230202,MIL,LAC,22200784,268,2,3,Right Corner 3,Right Side,R,24+ ft.,-235,235,-22,-22,5,23,TRUE,FALSE
2020,2022-23,1610612749,1628975,Shot Chart Detail,Jevon Carter,Milwaukee Bucks,Missed Shot,Jump Shot,3PT Field Goal,20230309,MIL,BKN,22200995,599,4,6,Right Corner 3,Right Side,R,24+ ft.,-229,229,-22,-22,44,23,TRUE,FALSE
2020,2022-23,1610612749,201950,Shot Chart Detail,Jrue Holiday,Milwaukee Bucks,Made Shot,Pullup Jump shot,2PT Field Goal,20221031,MIL,DET,22200100,54,1,7,Mid-Range,Left Side,L,8-16 ft.,130,-130,-21,-21,28,13,TRUE,TRUE
2020,2022-23,1610612749,201950,Shot Chart Detail,Jrue Holiday,Milwaukee Bucks,Missed Shot,Step Back Jump shot,2PT Field Goal,20221105,MIL,OKC,22200136,241,2,6,Mid-Range,Left Side,L,16-24 ft.,176,-176,-21,-21,7,17,TRUE,FALSE
2020,2022-23,1610612749,1626171,Shot Chart Detail,Bobby Portis,Milwaukee Bucks,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,20221109,OKC,MIL,22200168,815,6,0,Mid-Range,Left Side,L,8-16 ft.,123,-123,-21,-21,49,12,TRUE,FALSE
2020,2022-23,1610612749,201588,Shot Chart Detail,George Hill,Milwaukee Bucks,Missed Shot,Jump Shot,3PT Field Goal,20230116,MIL,IND,22200657,599,4,1,Right Corner 3,Right Side,R,24+ ft.,-222,222,-21,-21,42,22,TRUE,FALSE
2020,2022-23,1610612749,201950,Shot Chart Detail,Jrue Holiday,Milwaukee Bucks,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,20230311,GSW,MIL,22201012,420,3,7,Mid-Range,Right Side,R,8-16 ft.,-119,119,-21,-21,19,12,TRUE,FALSE
2020,2022-23,1610612749,1629670,Shot Chart Detail,Jordan Nwora,Milwaukee Bucks,Missed Shot,Jump Shot,3PT Field Goal,20221031,MIL,DET,22200100,434,3,4,Left Corner 3,Left Side,L,24+ ft.,238,-238,-20,-20,26,23,TRUE,FALSE
2020,2022-23,1610612749,1628975,Shot Chart Detail,Jevon Carter,Milwaukee Bucks,Missed Shot,Jump Shot,3PT Field Goal,20221031,MIL,DET,22200100,567,4,8,Right Corner 3,Right Side,R,24+ ft.,-228,228,-20,-20,10,22,TRUE,FALSE
2020,2022-23,1610612749,203507,Shot Chart Detail,Giannis Antetokounmpo,Milwaukee Bucks,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,20221102,MIL,DET,22200113,21,1,10,Mid-Range,Right Side,R,8-16 ft.,-130,130,-20,-20,19,13,TRUE,FALSE
2020,2022-23,1610612749,202083,Shot Chart Detail,Wesley Matthews,Milwaukee Bucks,Missed Shot,Jump Shot,3PT Field Goal,20221102,MIL,DET,22200113,344,2,0,Left Corner 3,Left Side,L,24+ ft.,229,-229,-20,-20,38,22,TRUE,FALSE
2020,2022-23,1610612749,201588,Shot Chart Detail,George Hill,Milwaukee Bucks,Made Shot,Jump Shot,3PT Field Goal,20221102,MIL,DET,22200113,446,3,4,Right Corner 3,Right Side,R,24+ ft.,-233,233,-20,-20,11,23,TRUE,TRUE
2020,2022-23,1610612749,203507,Shot Chart Detail,Giannis Antetokounmpo,Milwaukee Bucks,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,20230131,MIL,CHA,22200767,447,3,6,Mid-Range,Right Side,R,8-16 ft.,-123,123,-20,-20,59,12,TRUE,FALSE
2020,2022-23,1610612749,204060,Shot Chart Detail,Joe Ingles,Milwaukee Bucks,Made Shot,Running Jump Shot,3PT Field Goal,20230228,BKN,MIL,22200924,503,3,3,Left Corner 3,Left Side,L,24+ ft.,233,-233,-20,-20,17,23,TRUE,TRUE
2020,2022-23,1610612749,203109,Shot Chart Detail,Jae Crowder,Milwaukee Bucks,Missed Shot,Jump Shot,3PT Field Goal,20230311,GSW,MIL,22201012,149,1,1,Left Corner 3,Left Side,L,24+ ft.,230,-230,-20,-20,36,23,TRUE,FALSE
2020,2022-23,1610612749,1626171,Shot Chart Detail,Bobby Portis,Milwaukee Bucks,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,20221125,MIL,CLE,22200280,502,3,1,Mid-Range,Right Side,R,8-16 ft.,-129,129,-19,-19,17,13,TRUE,FALSE
2020,2022-23,1610612749,1626192,Shot Chart Detail,Pat Connaughton,Milwaukee Bucks,Missed Shot,Running Jump Shot,3PT Field Goal,20221127,MIL,DAL,22200298,443,3,1,Left Corner 3,Left Side,L,24+ ft.,230,-230,-19,-19,54,23,TRUE,FALSE
2020,2022-23,1610612749,201950,Shot Chart Detail,Jrue Holiday,Milwaukee Bucks,Missed Shot,Step Back Jump shot,2PT Field Goal,20230111,ATL,MIL,22200620,38,1,8,Mid-Range,Right Side,R,8-16 ft.,-141,141,-19,-19,28,14,TRUE,FALSE
2020,2022-23,1610612749,202083,Shot Chart Detail,Wesley Matthews,Milwaukee Bucks,Missed Shot,Jump Shot,3PT Field Goal,20230316,MIL,IND,22201045,310,2,3,Left Corner 3,Left Side,L,24+ ft.,233,-233,-19,-19,7,23,TRUE,FALSE
2020,2022-23,1610612749,1628975,Shot Chart Detail,Jevon Carter,Milwaukee Bucks,Made Shot,Jump Shot,3PT Field Goal,20230327,DET,MIL,22201122,421,3,10,Left Corner 3,Left Side,L,24+ ft.,230,-230,-18,-18,22,23,TRUE,TRUE
2020,2022-23,1610612749,1628975,Shot Chart Detail,Jevon Carter,Milwaukee Bucks,Missed Shot,Step Back Jump shot,3PT Field Goal,20230327,DET,MIL,22201122,611,4,11,Left Corner 3,Left Side,L,24+ ft.,229,-229,-18,-18,7,22,TRUE,FALSE
2020,2022-23,1610612749,201572,Shot Chart Detail,Brook Lopez,Milwaukee Bucks,Missed Shot,Jump Shot,3PT Field Goal,20221105,MIL,OKC,22200136,536,4,11,Left Corner 3,Left Side,L,24+ ft.,229,-229,-17,-17,5,22,TRUE,FALSE
2020,2022-23,1610612749,1628975,Shot Chart Detail,Jevon Carter,Milwaukee Bucks,Made Shot,Jump Shot,3PT Field Goal,20221203,CHA,MIL,22200339,430,3,5,Left Corner 3,Left Side,L,24+ ft.,229,-229,-17,-17,40,22,TRUE,TRUE
2020,2022-23,1610612749,203114,Shot Chart Detail,Khris Middleton,Milwaukee Bucks,Made Shot,Step Back Jump shot,3PT Field Goal,20221207,MIL,SAC,22200369,546,4,7,Right Corner 3,Right Side,R,24+ ft.,-221,221,-17,-17,59,22,TRUE,TRUE
2020,2022-23,1610612749,1628960,Shot Chart Detail,Grayson Allen,Milwaukee Bucks,Missed Shot,Running Jump Shot,3PT Field Goal,20230101,MIL,WAS,22200548,379,3,9,Left Corner 3,Left Side,L,24+ ft.,232,-232,-17,-17,49,23,TRUE,FALSE
2020,2022-23,1610612749,201572,Shot Chart Detail,Brook Lopez,Milwaukee Bucks,Missed Shot,Jump Shot,3PT Field Goal,20230204,MIL,MIA,22200797,631,4,2,Right Corner 3,Right Side,R,24+ ft.,-228,228,-17,-17,7,22,TRUE,FALSE
2020,2022-23,1610612749,1626171,Shot Chart Detail,Bobby Portis,Milwaukee Bucks,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,20230309,MIL,BKN,22200995,136,1,1,Mid-Range,Left Side,L,16-24 ft.,174,-174,-17,-17,37,17,TRUE,TRUE
2020,2022-23,1610612749,1628960,Shot Chart Detail,Grayson Allen,Milwaukee Bucks,Missed Shot,Jump Shot,3PT Field Goal,20230324,UTA,MIL,22201102,406,3,9,Left Corner 3,Left Side,L,24+ ft.,229,-229,-17,-17,29,22,TRUE,FALSE
2020,2022-23,1610612749,1630699,Shot Chart Detail,MarJon Beauchamp,Milwaukee Bucks,Missed Shot,Running Jump Shot,3PT Field Goal,20221104,MIN,MIL,22200129,142,2,11,Left Corner 3,Left Side,L,24+ ft.,227,-227,-16,-16,33,22,TRUE,FALSE
2020,2022-23,1610612749,1626171,Shot Chart Detail,Bobby Portis,Milwaukee Bucks,Made Shot,Jump Shot,2PT Field Goal,20221118,PHI,MIL,22200226,233,2,6,Mid-Range,Right Side,R,8-16 ft.,-120,120,-16,-16,38,12,TRUE,TRUE
2020,2022-23,1610612749,1628975,Shot Chart Detail,Jevon Carter,Milwaukee Bucks,Missed Shot,Pullup Jump shot,2PT Field Goal,20221118,PHI,MIL,22200226,321,2,0,Mid-Range,Left Side,L,8-16 ft.,88,-88,-16,-16,48,8,TRUE,FALSE
2020,2022-23,1610612749,1626192,Shot Chart Detail,Pat Connaughton,Milwaukee Bucks,Made Shot,Jump Shot,3PT Field Goal,20230103,MIL,WAS,22200561,233,2,7,Right Corner 3,Right Side,R,24+ ft.,-228,228,-16,-16,40,22,TRUE,TRUE
2020,2022-23,1610612749,1628975,Shot Chart Detail,Jevon Carter,Milwaukee Bucks,Missed Shot,Jump Shot,3PT Field Goal,20230112,MIA,MIL,22200628,446,3,1,Right Corner 3,Right Side,R,24+ ft.,-239,239,-16,-16,47,23,TRUE,FALSE
2020,2022-23,1610612749,1626192,Shot Chart Detail,Pat Connaughton,Milwaukee Bucks,Made Shot,Jump Shot,3PT Field Goal,20230114,MIA,MIL,22200641,351,3,6,Right Corner 3,Right Side,R,24+ ft.,-224,224,-16,-16,40,22,TRUE,TRUE
2020,2022-23,1610612749,203114,Shot Chart Detail,Khris Middleton,Milwaukee Bucks,Missed Shot,Jump Shot,3PT Field Goal,20230327,DET,MIL,22201122,58,1,6,Right Corner 3,Right Side,R,24+ ft.,-229,229,-16,-16,57,22,TRUE,FALSE
2020,2022-23,1610612749,201950,Shot Chart Detail,Jrue Holiday,Milwaukee Bucks,Missed Shot,Pullup Jump shot,2PT Field Goal,20221026,MIL,BKN,22200060,548,3,1,Mid-Range,Right Side,R,8-16 ft.,-129,129,-15,-15,1,12,TRUE,FALSE
2020,2022-23,1610612749,1629670,Shot Chart Detail,Jordan Nwora,Milwaukee Bucks,Missed Shot,Pullup Jump shot,2PT Field Goal,20221031,MIL,DET,22200100,466,3,2,Mid-Range,Right Side,R,8-16 ft.,-105,105,-15,-15,35,10,TRUE,FALSE
2020,2022-23,1610612749,203507,Shot Chart Detail,Giannis Antetokounmpo,Milwaukee Bucks,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,20221102,MIL,DET,22200113,300,2,4,Mid-Range,Left Side,L,8-16 ft.,107,-107,-15,-15,14,10,TRUE,FALSE
2020,2022-23,1610612749,201950,Shot Chart Detail,Jrue Holiday,Milwaukee Bucks,Made Shot,Jump Shot,3PT Field Goal,20221104,MIN,MIL,22200129,436,3,4,Right Corner 3,Right Side,R,24+ ft.,-228,228,-15,-15,17,22,TRUE,TRUE
2020,2022-23,1610612749,1626171,Shot Chart Detail,Bobby Portis,Milwaukee Bucks,Missed Shot,Jump Shot,3PT Field Goal,20221104,MIN,MIL,22200129,441,3,3,Right Corner 3,Right Side,R,24+ ft.,-228,228,-15,-15,48,22,TRUE,FALSE
2020,2022-23,1610612749,1628975,Shot Chart Detail,Jevon Carter,Milwaukee Bucks,Made Shot,Driving Floating Jump Shot,2PT Field Goal,20221127,MIL,DAL,22200298,526,4,8,Mid-Range,Left Side,L,8-16 ft.,102,-102,-15,-15,46,10,TRUE,TRUE
2020,2022-23,1610612749,201572,Shot Chart Detail,Brook Lopez,Milwaukee Bucks,Missed Shot,Jump Shot,3PT Field Goal,20221219,NOP,MIL,22200457,695,4,3,Left Corner 3,Left Side,L,24+ ft.,229,-229,-15,-15,8,22,TRUE,FALSE
2020,2022-23,1610612749,201588,Shot Chart Detail,George Hill,Milwaukee Bucks,Missed Shot,Jump Shot,3PT Field Goal,20221228,CHI,MIL,22200519,163,1,0,Left Corner 3,Left Side,L,24+ ft.,229,-229,-15,-15,7,22,TRUE,FALSE
2020,2022-23,1610612749,1626192,Shot Chart Detail,Pat Connaughton,Milwaukee Bucks,Missed Shot,Jump Shot,3PT Field Goal,20230109,NYK,MIL,22200607,82,1,6,Right Corner 3,Right Side,R,24+ ft.,-222,222,-15,-15,33,22,TRUE,FALSE
2020,2022-23,1610612749,1628975,Shot Chart Detail,Jevon Carter,Milwaukee Bucks,Missed Shot,Pullup Jump shot,3PT Field Goal,20230114,MIA,MIL,22200641,534,4,3,Right Corner 3,Right Side,R,24+ ft.,-233,233,-15,-15,50,23,TRUE,FALSE
2020,2022-23,1610612749,1626171,Shot Chart Detail,Bobby Portis,Milwaukee Bucks,Made Shot,Jump Shot,3PT Field Goal,20230116,MIL,IND,22200657,345,3,11,Left Corner 3,Left Side,L,24+ ft.,228,-228,-15,-15,26,22,TRUE,TRUE
2020,2022-23,1610612749,201572,Shot Chart Detail,Brook Lopez,Milwaukee Bucks,Missed Shot,Jump Shot,3PT Field Goal,20230202,MIL,LAC,22200784,40,1,8,Right Corner 3,Right Side,R,24+ ft.,-234,234,-15,-15,28,23,TRUE,FALSE
2020,2022-23,1610612749,1626192,Shot Chart Detail,Pat Connaughton,Milwaukee Bucks,Made Shot,Jump Shot,3PT Field Goal,20230324,UTA,MIL,22201102,205,2,11,Right Corner 3,Right Side,R,24+ ft.,-227,227,-15,-15,3,22,TRUE,TRUE
2020,2022-23,1610612749,1626171,Shot Chart Detail,Bobby Portis,Milwaukee Bucks,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,20230405,MIL,CHI,22201193,527,4,5,Mid-Range,Left Side,L,8-16 ft.,109,-109,-15,-15,1,11,TRUE,FALSE
2020,2022-23,1610612749,203507,Shot Chart Detail,Giannis Antetokounmpo,Milwaukee Bucks,Missed Shot,Jump Shot,3PT Field Goal,20221114,MIL,ATL,22200204,46,1,7,Left Corner 3,Left Side,L,24+ ft.,226,-226,-14,-14,39,22,TRUE,FALSE
2020,2022-23,1610612749,201950,Shot Chart Detail,Jrue Holiday,Milwaukee Bucks,Made Shot,Fadeaway Jump Shot,2PT Field Goal,20221121,MIL,POR,22200251,556,4,8,In The Paint (Non-RA),Center,C,Less Than 8 ft.,74,-74,-14,-14,32,7,TRUE,TRUE
2020,2022-23,1610612749,1626171,Shot Chart Detail,Bobby Portis,Milwaukee Bucks,Missed Shot,Jump Shot,3PT Field Goal,20221121,MIL,POR,22200251,621,4,3,Right Corner 3,Right Side,R,24+ ft.,-234,234,-14,-14,4,23,TRUE,FALSE
2020,2022-23,1610612749,1626192,Shot Chart Detail,Pat Connaughton,Milwaukee Bucks,Missed Shot,Running Jump Shot,3PT Field Goal,20221130,NYK,MIL,22200316,249,2,5,Right Corner 3,Right Side,R,24+ ft.,-223,223,-14,-14,39,22,TRUE,FALSE
2020,2022-23,1610612749,1630572,Shot Chart Detail,Sandro Mamukelashvili,Milwaukee Bucks,Missed Shot,Jump Shot,3PT Field Goal,20221203,CHA,MIL,22200339,222,2,8,Right Corner 3,Right Side,R,24+ ft.,-241,241,-14,-14,5,24,TRUE,FALSE
2020,2022-23,1610612749,203114,Shot Chart Detail,Khris Middleton,Milwaukee Bucks,Missed Shot,Jump Shot,3PT Field Goal,20221211,HOU,MIL,22200401,155,2,11,Left Corner 3,Left Side,L,24+ ft.,228,-228,-14,-14,8,22,TRUE,FALSE
2020,2022-23,1610612749,1630699,Shot Chart Detail,MarJon Beauchamp,Milwaukee Bucks,Missed Shot,Putback Layup Shot,2PT Field Goal,20221213,MIL,GSW,22200410,677,4,1,Restricted Area,Center,C,Less Than 8 ft.,-11,11,-14,-14,58,1,TRUE,FALSE
2020,2022-23,1610612749,201588,Shot Chart Detail,George Hill,Milwaukee Bucks,Missed Shot,Jump Shot,3PT Field Goal,20221228,CHI,MIL,22200519,521,3,0,Left Corner 3,Left Side,L,24+ ft.,221,-221,-14,-14,46,22,TRUE,FALSE
2020,2022-23,1610612749,201572,Shot Chart Detail,Brook Lopez,Milwaukee Bucks,Missed Shot,Jump Shot,3PT Field Goal,20230109,NYK,MIL,22200607,45,1,9,Left Corner 3,Left Side,L,24+ ft.,225,-225,-14,-14,17,22,TRUE,FALSE
2020,2022-23,1610612749,1626192,Shot Chart Detail,Pat Connaughton,Milwaukee Bucks,Made Shot,Jump Shot,3PT Field Goal,20230111,ATL,MIL,22200620,10,1,11,Right Corner 3,Right Side,R,24+ ft.,-230,230,-14,-14,23,23,TRUE,TRUE
2020,2022-23,1610612749,1626192,Shot Chart Detail,Pat Connaughton,Milwaukee Bucks,Missed Shot,Jump Shot,3PT Field Goal,20230117,MIL,TOR,22200665,619,4,1,Right Corner 3,Right Side,R,24+ ft.,-230,230,-14,-14,37,23,TRUE,FALSE
2020,2022-23,1610612749,204060,Shot Chart Detail,Joe Ingles,Milwaukee Bucks,Missed Shot,Jump Shot,3PT Field Goal,20230216,CHI,MIL,22200883,413,3,4,Right Corner 3,Right Side,R,24+ ft.,-228,228,-14,-14,44,22,TRUE,FALSE
2020,2022-23,1610612749,201588,Shot Chart Detail,George Hill,Milwaukee Bucks,Missed Shot,Jump Shot,3PT Field Goal,20221031,MIL,DET,22200100,509,4,11,Left Corner 3,Left Side,L,24+ ft.,243,-243,-13,-13,47,24,TRUE,FALSE
2020,2022-23,1610612749,1628960,Shot Chart Detail,Grayson Allen,Milwaukee Bucks,Missed Shot,Jump Shot,3PT Field Goal,20221102,MIL,DET,22200113,236,2,7,Right Corner 3,Right Side,R,24+ ft.,-229,229,-13,-13,37,22,TRUE,FALSE
2020,2022-23,1610612749,1628960,Shot Chart Detail,Grayson Allen,Milwaukee Bucks,Made Shot,Jump Shot,3PT Field Goal,20221109,OKC,MIL,22200168,40,1,8,Left Corner 3,Left Side,L,24+ ft.,229,-229,-13,-13,26,22,TRUE,TRUE
2020,2022-23,1610612749,201950,Shot Chart Detail,Jrue Holiday,Milwaukee Bucks,Made Shot,Running Jump Shot,3PT Field Goal,20221125,MIL,CLE,22200280,383,3,10,Left Corner 3,Left Side,L,24+ ft.,235,-235,-13,-13,36,23,TRUE,TRUE
2020,2022-23,1610612749,203507,Shot Chart Detail,Giannis Antetokounmpo,Milwaukee Bucks,Made Shot,Driving Layup Shot,2PT Field Goal,20221221,CLE,MIL,22200466,629,4,3,Restricted Area,Center,C,Less Than 8 ft.,9,-9,-13,-13,31,1,TRUE,TRUE
2020,2022-23,1610612749,1626171,Shot Chart Detail,Bobby Portis,Milwaukee Bucks,Missed Shot,Turnaround Hook Shot,2PT Field Goal,20230104,TOR,MIL,22200569,106,1,4,Mid-Range,Right Side,R,8-16 ft.,-98,98,-13,-13,44,9,TRUE,FALSE
2020,2022-23,1610612749,1630699,Shot Chart Detail,MarJon Beauchamp,Milwaukee Bucks,Missed Shot,Running Jump Shot,3PT Field Goal,20230106,MIL,CHA,22200583,477,3,1,Left Corner 3,Left Side,L,24+ ft.,229,-229,-13,-13,33,22,TRUE,FALSE
2020,2022-23,1610612749,1626192,Shot Chart Detail,Pat Connaughton,Milwaukee Bucks,Made Shot,Jump Shot,3PT Field Goal,20230109,NYK,MIL,22200607,209,2,9,Right Corner 3,Right Side,R,24+ ft.,-228,228,-13,-13,47,22,TRUE,TRUE
2020,2022-23,1610612749,1626192,Shot Chart Detail,Pat Connaughton,Milwaukee Bucks,Missed Shot,Jump Shot,3PT Field Goal,20230111,ATL,MIL,22200620,23,1,9,Right Corner 3,Right Side,R,24+ ft.,-234,234,-13,-13,57,23,TRUE,FALSE
2020,2022-23,1610612749,201950,Shot Chart Detail,Jrue Holiday,Milwaukee Bucks,Missed Shot,Jump Shot,3PT Field Goal,20230301,MIL,ORL,22200939,430,3,4,Left Corner 3,Left Side,L,24+ ft.,236,-236,-13,-13,34,23,TRUE,FALSE
2020,2022-23,1610612749,1626171,Shot Chart Detail,Bobby Portis,Milwaukee Bucks,Made Shot,Jump Shot,3PT Field Goal,20230311,GSW,MIL,22201012,166,1,0,Left Corner 3,Left Side,L,24+ ft.,232,-232,-13,-13,0,23,TRUE,TRUE
